,Src Pt,Dst Pt,Packets,Bytes
107112,8000,53354,7,556
107113,53354,8000,6,515
107114,8000,54384,7,556
107115,54384,8000,6,515
107116,8000,54385,7,702
107117,54385,8000,6,586
107118,8000,55414,7,556
107119,55414,8000,6,515
107120,8000,55415,7,702
107121,55415,8000,6,586
107122,8000,56444,7,556
107123,56444,8000,6,515
107124,8000,56445,7,702
107125,56445,8000,6,586
107126,8000,57527,7,556
107127,57527,8000,6,515
107128,8000,57526,7,702
107129,57526,8000,6,586
107130,8000,58556,7,702
107131,58556,8000,6,586
107132,8000,58557,7,556
107133,58557,8000,6,515
107134,8000,59586,7,702
107135,59586,8000,6,586
107136,8000,59587,7,556
107137,59587,8000,6,515
107138,8000,60616,7,556
107139,60616,8000,6,515
107140,8000,60617,7,702
107141,60617,8000,6,586
107142,8000,61646,7,702
107143,61646,8000,6,586
107144,8000,61647,7,556
107145,61647,8000,6,515
107146,8000,62676,7,702
107147,62676,8000,6,586
107148,8000,62677,7,556
107149,62677,8000,6,515
107150,8000,63707,7,702
107151,63707,8000,6,586
107152,8000,63706,7,556
107153,63706,8000,6,515
107154,8000,64739,7,702
107155,64739,8000,6,586
107156,8000,64738,7,556
107157,64738,8000,6,515
107158,8000,49417,7,702
107159,49417,8000,6,586
107160,8000,49418,7,556
107161,49418,8000,6,515
107162,8000,50450,7,702
107163,50450,8000,6,586
107164,8000,50451,7,556
107165,50451,8000,6,515
107166,8000,51483,7,702
107167,51483,8000,5,540
107168,8000,51484,7,556
107169,51484,8000,6,515
107170,8000,52519,7,702
107171,52519,8000,6,586
107172,8000,52520,7,556
107173,52520,8000,6,515
107174,8000,53551,7,702
107175,53551,8000,6,586
107176,8000,53552,7,556
107177,53552,8000,6,515
107178,38122,22,6,329
107179,22,38122,9,2558
107180,8000,54586,7,556
107181,54586,8000,6,515
107182,8000,54587,7,702
107183,54587,8000,6,586
107184,8000,55616,7,702
107185,55616,8000,6,586
107186,8000,55617,7,556
107187,55617,8000,6,515
107188,8000,56646,7,702
107189,56646,8000,6,586
107190,8000,56647,7,556
107191,56647,8000,6,515
107192,8000,57662,7,702
107193,57662,8000,6,586
107194,8000,57663,7,556
107195,57663,8000,6,515
107196,8000,61451,7,702
107197,61451,8000,6,586
107198,8000,61452,7,556
107199,61452,8000,6,515
107200,8000,49960,7,556
107201,49960,8000,6,515
107202,8000,49961,7,702
107203,49961,8000,5,540
107204,8000,51022,7,702
107205,51022,8000,6,586
107206,8000,51023,7,556
107207,51023,8000,6,515
107208,8000,52051,7,556
107209,52051,8000,6,515
107210,8000,52052,7,702
107211,52052,8000,6,586
107212,8000,56143,7,556
107213,56143,8000,6,515
107214,8000,56144,7,702
107215,56144,8000,6,586
107216,8000,57182,7,702
107217,57182,8000,6,586
107218,8000,57183,7,556
107219,57183,8000,6,515
107220,8000,58207,7,702
107221,58207,8000,6,586
107222,8000,58208,7,556
107223,58208,8000,6,515
107224,8000,59224,7,702
107225,59224,8000,6,586
107226,8000,59225,7,556
107227,59225,8000,6,515
107228,8000,60257,7,702
107229,60257,8000,6,586
107230,8000,60256,7,556
107231,60256,8000,6,515
107232,8000,63118,7,702
107233,63118,8000,6,586
107234,8000,63119,7,556
107235,63119,8000,6,515
107236,8000,64159,7,702
107237,64159,8000,6,586
107238,8000,64160,7,556
107239,64160,8000,6,515
107240,8000,65194,7,702
107241,65194,8000,6,586
107242,8000,65195,7,556
107243,65195,8000,6,515
107244,8000,49869,7,702
107245,49869,8000,6,586
107246,8000,49870,7,556
107247,49870,8000,6,515
107248,8000,50891,7,702
107249,50891,8000,6,586
107250,8000,50892,7,556
107251,50892,8000,6,515
107252,8000,51920,7,702
107253,51920,8000,6,586
107254,8000,51921,7,556
107255,51921,8000,6,515
107256,8000,52946,7,556
107257,52946,8000,6,515
107258,8000,52947,7,702
107259,52947,8000,5,540
107260,8000,53966,7,702
107261,53966,8000,6,586
107262,8000,53967,7,556
107263,53967,8000,6,515
107264,8000,54989,7,702
107265,54989,8000,6,586
107266,8000,54988,7,556
107267,54988,8000,6,515
107268,8000,56018,7,702
107269,56018,8000,6,586
107270,8000,56019,7,556
107271,56019,8000,6,515
107272,8000,57046,7,702
107273,57046,8000,6,586
107274,8000,57047,7,556
107275,57047,8000,6,515
107276,8000,58071,7,702
107277,58071,8000,5,540
107278,8000,58072,7,556
107279,58072,8000,6,515
107280,8000,59097,7,702
107281,59097,8000,6,586
107282,8000,59098,7,556
107283,59098,8000,6,515
107284,8000,60120,7,702
107285,60120,8000,6,586
107286,8000,60121,7,556
107287,60121,8000,6,515
107288,8000,61149,7,702
107289,61149,8000,6,586
107290,8000,61150,7,556
107291,61150,8000,6,515
107292,8000,62208,7,556
107293,62208,8000,6,515
107294,8000,62209,7,702
107295,62209,8000,6,586
107296,8000,63455,7,702
107297,63455,8000,6,586
107298,8000,63456,7,556
107299,63456,8000,6,515
107300,8000,64482,7,702
107301,64482,8000,6,586
107302,8000,64483,7,556
107303,64483,8000,6,515
107304,8000,49484,7,702
107305,49484,8000,6,586
107306,8000,49485,7,556
107307,49485,8000,6,515
107308,8000,55473,7,702
107309,55473,8000,6,586
107310,8000,55474,7,556
107311,55474,8000,6,515
107312,8000,56518,7,702
107313,56518,8000,6,586
107314,8000,56519,7,556
107315,56519,8000,6,515
107316,8000,57540,7,702
107317,57540,8000,6,586
107318,8000,57541,7,556
107319,57541,8000,6,515
107320,8000,59086,7,702
107321,59086,8000,6,586
107322,8000,59087,7,556
107323,59087,8000,6,515
107324,8000,60889,7,702
107325,60889,8000,6,586
107326,8000,60890,7,556
107327,60890,8000,6,515
107328,8000,61928,7,702
107329,61928,8000,6,586
107330,8000,61929,7,556
107331,61929,8000,6,515
107332,8000,62954,7,702
107333,62954,8000,6,586
107334,8000,62955,7,556
107335,62955,8000,6,515
107336,8000,63975,7,556
107337,63975,8000,6,515
107338,8000,63976,7,702
107339,63976,8000,6,586
107340,8000,65003,7,702
107341,65003,8000,6,586
107342,8000,65004,7,556
107343,65004,8000,6,515
107344,8000,49679,7,702
107345,49679,8000,6,586
107346,8000,49680,7,556
107347,49680,8000,6,515
107348,8000,50716,7,702
107349,50716,8000,6,586
107350,8000,50717,7,556
107351,50717,8000,6,515
107352,50738,22,6,329
107353,22,50738,11,5553
107354,22,46750,19,3185
107355,46750,22,15,2179
107356,22,50349,31,5833
107357,50349,22,25,3009
107358,3155,80,1,46
107359,80,3155,6,264
107360,40169,22,24,2928
107361,22,40169,26,3745
107362,8000,52530,7,639
107363,52530,8000,6,614
107364,48282,22,15,2179
107365,22,48282,19,3185
107366,22,57993,22,4213
107367,57993,22,19,2727
107368,33895,80,1,46
107369,80,33895,6,264
107370,22,2878,28,3958
107371,2878,22,25,2947
107372,8000,64151,7,639
107373,64151,8000,6,614
107374,22,13785,5,1285
107375,13785,22,6,340
107376,51061,22,2,106
107377,22,51061,5,300
107378,5975,5060,1,439
107379,0,3,1,467
107380,42821,22,15,2163
107381,22,42821,19,3185
107382,20366,22,5,277
107383,22,20366,9,4445
107384,21958,22,26,3016
107385,22,21958,26,3745
107386,45301,22,17,2267
107387,22,45301,19,3185
107388,8000,56231,7,639
107389,56231,8000,6,614
107390,8000,58290,7,639
107391,58290,8000,6,614
107392,8000,60344,7,639
107393,60344,8000,6,614
107394,8000,50457,7,639
107395,50457,8000,6,614
107396,51327,22,17,2267
107397,22,51327,19,3185
107398,8000,61581,7,639
107399,61581,8000,6,614
107400,8000,50310,7,639
107401,50310,8000,6,614
107402,8000,52378,7,639
107403,52378,8000,6,614
107404,8000,54444,7,639
107405,54444,8000,6,614
107406,8000,56507,7,639
107407,56507,8000,6,614
107408,55676,22,17,2267
107409,22,55676,19,3185
107410,8000,58583,7,639
107411,58583,8000,6,614
107412,8000,57261,7,639
107413,57261,8000,6,614
107414,8000,59144,7,639
107415,59144,8000,6,614
107416,8000,64597,7,639
107417,64597,8000,6,614
107418,42688,22,7,393
107419,22,42688,11,5602
107420,8000,52594,7,639
107421,52594,8000,6,614
107422,8000,64495,7,639
107423,64495,8000,6,614
107424,2323,30421,1,40
107425,30421,2323,1,46
107426,8000,64518,7,639
107427,64518,8000,6,614
107428,8000,50221,7,639
107429,50221,8000,6,614
107430,8000,59168,7,639
107431,59168,8000,6,614
107432,8000,60195,7,639
107433,60195,8000,6,614
107434,8000,49342,7,639
107435,49342,8000,5,568
107436,8000,59258,7,639
107437,59258,8000,6,614
107438,50906,23,1,46
107439,23,50906,1,40
107440,8000,52527,7,639
107441,52527,8000,6,614
107442,8000,62462,7,639
107443,62462,8000,6,614
107444,8000,63489,7,639
107445,63489,8000,6,614
107446,8000,54333,7,639
107447,54333,8000,6,614
107448,8000,57421,7,639
107449,57421,8000,6,614
107450,8000,58450,7,639
107451,58450,8000,6,614
107452,8000,60516,7,639
107453,60516,8000,6,614
107454,8000,61310,7,639
107455,61310,8000,6,614
107456,8000,59315,7,639
107457,59315,8000,6,614
107458,5423,5060,1,443
107459,0,3,1,471
107460,8000,63285,7,639
107461,63285,8000,6,614
107462,8000,53411,7,639
107463,53411,8000,6,614
107464,8000,51047,7,639
107465,51047,8000,6,614
107466,8000,59617,7,639
107467,59617,8000,6,614
107468,8000,60650,7,639
107469,60650,8000,6,614
107470,8000,57929,7,639
107471,57929,8000,6,614
107472,8000,56369,7,639
107473,56369,8000,6,614
107474,8000,61435,7,639
107475,61435,8000,6,614
107476,8000,51248,7,639
107477,51248,8000,6,614
107478,8000,52274,7,639
107479,52274,8000,6,614
107480,8000,55364,7,639
107481,55364,8000,6,614
107482,8000,56393,7,639
107483,56393,8000,6,614
107484,8000,63640,7,639
107485,63640,8000,6,614
107486,22,4469,19,3093
107487,4469,22,13,2779
107488,8000,49381,7,639
107489,49381,8000,6,614
107490,8000,63556,7,639
107491,63556,8000,6,614
107492,8000,59172,7,639
107493,59172,8000,6,614
107494,8000,49277,7,639
107495,49277,8000,6,614
107496,8000,61230,7,639
107497,61230,8000,6,614
107498,8000,64311,7,639
107499,64311,8000,6,614
107500,8000,65337,7,639
107501,65337,8000,6,614
107502,8000,50010,7,639
107503,50010,8000,6,614
107504,8000,53103,7,639
107505,53103,8000,6,614
107506,8000,61682,7,639
107507,61682,8000,6,614
107508,8000,49701,7,639
107509,49701,8000,6,614
107510,8000,52521,7,639
107511,52521,8000,6,614
107512,8000,55618,7,639
107513,55618,8000,6,614
107514,8000,61182,7,639
107515,61182,8000,6,614
107516,8000,64101,7,639
107517,64101,8000,6,614
107518,8000,49173,7,639
107519,49173,8000,6,614
107520,8000,53306,7,639
107521,53306,8000,6,614
107522,8000,62611,7,639
107523,62611,8000,6,614
107524,8000,60891,7,639
107525,60891,8000,6,614
107526,8000,50718,7,639
107527,50718,8000,6,614
107528,3328,445,3,144
107529,445,3328,3,120
107530,8000,55984,7,639
107531,55984,8000,6,614
107532,8000,59708,7,639
107533,59708,8000,6,614
107534,8000,51933,7,639
107535,51933,8000,6,614
107536,8000,56027,7,639
107537,56027,8000,6,614
107538,8000,60204,7,639
107539,60204,8000,6,614
107540,8000,52077,7,639
107541,52077,8000,6,614
107542,8000,54129,7,639
107543,54129,8000,6,614
107544,8000,55155,7,639
107545,55155,8000,6,614
107546,8000,58969,7,639
107547,58969,8000,6,614
107548,8000,59995,7,639
107549,59995,8000,6,614
107550,8000,59321,7,639
107551,59321,8000,6,614
107552,8000,63459,7,639
107553,63459,8000,6,614
107554,8000,65529,7,639
107555,65529,8000,6,614
107556,8000,54350,7,639
107557,54350,8000,6,614
107558,8000,55384,7,639
107559,55384,8000,6,614
107560,8000,57274,7,639
107561,57274,8000,6,614
107562,12812,22,5,307
107563,22,12812,5,1293
107564,8000,55585,7,639
107565,55585,8000,6,614
107566,8000,57528,7,639
107567,57528,8000,6,614
107568,8000,63710,7,639
107569,63710,8000,6,614
107570,8000,60406,7,639
107571,60406,8000,6,614
107572,8000,52948,7,639
107573,52948,8000,6,614
107574,8000,60124,7,639
107575,60124,8000,6,614
107576,8000,59088,7,639
107577,59088,8000,6,614
107578,8000,55205,7,639
107579,55205,8000,6,614
107580,8000,63977,7,639
107581,63977,8000,6,614
107582,8000,58658,7,639
107583,58658,8000,6,614
107584,8000,62692,7,639
107585,62692,8000,6,614
107586,8000,50858,7,639
107587,50858,8000,6,614
107588,8000,55474,7,639
107589,55474,8000,6,614
107590,8000,57546,7,639
107591,57546,8000,6,614
107592,8000,56181,7,639
107593,56181,8000,6,614
107594,8000,64240,7,639
107595,64240,8000,6,614
107596,8000,60489,7,639
107597,60489,8000,6,614
107598,8000,54041,7,639
107599,54041,8000,6,614
107600,8000,49374,7,639
107601,49374,8000,6,614
107602,8000,51445,7,639
107603,51445,8000,6,614
107604,8000,56242,7,639
107605,56242,8000,6,614
107606,8000,53509,7,639
107607,53509,8000,6,614
107608,8000,54550,7,639
107609,54550,8000,6,614
107610,8000,63469,7,639
107611,63469,8000,6,614
107612,8000,52403,7,639
107613,52403,8000,6,614
107614,8000,54386,7,639
107615,54386,8000,6,614
107616,8000,55416,7,639
107617,55416,8000,6,614
107618,8000,49711,7,639
107619,49711,8000,6,614
107620,8000,50760,7,639
107621,50760,8000,6,614
107622,8000,51485,7,639
107623,51485,8000,6,614
107624,8000,56648,7,639
107625,56648,8000,6,614
107626,8000,51885,7,639
107627,51885,8000,6,614
107628,8000,53122,7,639
107629,53122,8000,6,614
107630,8000,57554,7,639
107631,57554,8000,6,614
107632,22,33385,19,3185
107633,33385,22,17,2267
107634,8000,58209,7,639
107635,58209,8000,6,614
107636,8000,49871,7,639
107637,49871,8000,6,614
107638,8000,51922,7,639
107639,51922,8000,6,614
107640,8000,53970,7,639
107641,53970,8000,6,614
107642,8000,54990,7,639
107643,54990,8000,6,614
107644,8000,57048,7,639
107645,57048,8000,6,614
107646,8000,59099,7,639
107647,59099,8000,5,568
107648,8000,62210,7,639
107649,62210,8000,6,614
107650,8000,64755,7,639
107651,64755,8000,6,614
107652,8000,57542,7,639
107653,57542,8000,6,614
107654,8000,49681,7,639
107655,49681,8000,6,614
107656,8000,54266,7,639
107657,54266,8000,6,614
107658,8000,65266,7,639
107659,65266,8000,6,614
107660,8000,54144,7,639
107661,54144,8000,6,614
107662,8000,60073,7,639
107663,60073,8000,6,614
107664,8000,56217,7,639
107665,56217,8000,6,614
107666,8000,62423,7,639
107667,62423,8000,6,614
107668,8000,50210,7,639
107669,50210,8000,6,614
107670,8000,58161,7,639
107671,58161,8000,6,614
107672,8000,59191,7,639
107673,59191,8000,6,614
107674,8000,60221,7,639
107675,60221,8000,6,614
107676,8000,63316,7,639
107677,63316,8000,6,614
107678,8000,59519,7,639
107679,59519,8000,6,614
107680,8000,60553,7,639
107681,60553,8000,6,614
107682,8000,61586,7,639
107683,61586,8000,6,614
107684,8000,64695,7,639
107685,64695,8000,6,614
107686,8000,58307,7,639
107687,58307,8000,6,614
107688,8000,59337,7,639
107689,59337,8000,6,614
107690,8000,51245,7,639
107691,51245,8000,6,614
107692,8000,56205,7,639
107693,56205,8000,6,614
107694,8000,58558,7,639
107695,58558,8000,6,614
107696,8000,63987,7,639
107697,63987,8000,6,614
107698,8000,52837,7,639
107699,52837,8000,6,614
107700,8000,64740,7,639
107701,64740,8000,6,614
107702,8000,49419,7,639
107703,49419,8000,6,614
107704,8000,61453,7,639
107705,61453,8000,6,614
107706,8000,51024,7,639
107707,51024,8000,6,614
107708,8000,54175,7,639
107709,54175,8000,6,614
107710,8000,56145,7,639
107711,56145,8000,5,568
107712,8000,62055,7,639
107713,62055,8000,6,614
107714,8000,59226,7,639
107715,59226,8000,6,614
107716,8000,65196,7,639
107717,65196,8000,6,614
107718,8000,50893,7,639
107719,50893,8000,6,614
107720,8000,56020,7,639
107721,56020,8000,6,614
107722,8000,58073,7,639
107723,58073,8000,5,568
107724,8000,63457,7,639
107725,63457,8000,6,614
107726,12346,80,1,46
107727,80,12346,6,264
107728,8000,63147,7,639
107729,63147,8000,6,614
107730,8000,59043,7,639
107731,59043,8000,6,614
107732,8000,61103,7,639
107733,61103,8000,6,614
107734,8000,62133,7,639
107735,62133,8000,6,614
107736,8000,53011,7,639
107737,53011,8000,6,614
107738,8000,55069,7,639
107739,55069,8000,6,614
107740,8000,56099,7,639
107741,56099,8000,6,614
107742,8000,51252,7,639
107743,51252,8000,6,614
107744,8000,53317,7,639
107745,53317,8000,6,614
107746,8000,61256,7,639
107747,61256,8000,6,614
107748,8000,64346,7,639
107749,64346,8000,6,614
107750,8000,65378,7,639
107751,65378,8000,6,614
107752,8000,53152,7,639
107753,53152,8000,6,614
107754,8000,54182,7,639
107755,54182,8000,6,614
107756,8000,49159,7,639
107757,49159,8000,6,614
107758,8000,50212,7,639
107759,50212,8000,6,614
107760,8000,53356,7,639
107761,53356,8000,6,614
107762,8000,50906,7,639
107763,50906,8000,6,614
107764,8000,56448,7,639
107765,56448,8000,6,614
107766,8000,62843,7,639
107767,62843,8000,6,614
107768,8000,59588,7,639
107769,59588,8000,6,614
107770,8000,62678,7,639
107771,62678,8000,6,614
107772,8000,49964,7,639
107773,49964,8000,6,614
107774,8000,52053,7,639
107775,52053,8000,6,614
107776,8000,57184,7,639
107777,57184,8000,6,614
107778,8000,56918,7,639
107779,56918,8000,6,614
107780,8000,64161,7,639
107781,64161,8000,6,614
107782,8000,61151,7,639
107783,61151,8000,6,614
107784,8000,64484,7,639
107785,64484,8000,6,614
107786,8000,56522,7,639
107787,56522,8000,6,614
107788,8000,65005,7,639
107789,65005,8000,6,614
107790,51637,22,13,1647
107791,22,51637,14,2625
107792,8000,61071,7,639
107793,61071,8000,6,614
107794,8000,57936,7,639
107795,57936,8000,6,614
107796,8000,55183,7,639
107797,55183,8000,6,614
107798,8000,57253,7,639
107799,57253,8000,6,614
107800,8000,61391,7,639
107801,61391,8000,6,614
107802,8000,50935,7,639
107803,50935,8000,6,614
107804,8000,56418,7,639
107805,56418,8000,6,614
107806,8000,58485,7,639
107807,58485,8000,6,614
107808,8000,50055,7,639
107809,50055,8000,6,614
107810,8000,52477,7,639
107811,52477,8000,6,614
107812,8000,60372,7,639
107813,60372,8000,6,614
107814,8000,57664,7,639
107815,57664,8000,6,614
107816,8000,58694,7,639
107817,58694,8000,6,614
107818,8000,59729,7,639
107819,59729,8000,6,614
107820,8000,64503,7,639
107821,64503,8000,6,614
107822,55563,22,6,353
107823,22,55563,9,2563
107824,8000,61648,7,639
107825,61648,8000,6,614
107826,8000,56999,7,639
107827,56999,8000,6,614
107828,8000,53553,7,639
107829,53553,8000,6,614
107830,8000,62208,7,639
107831,62208,8000,6,614
107832,54931,22,16,2215
107833,22,54931,19,3185
107834,8000,60258,7,639
107835,60258,8000,6,614
107836,47447,3306,2,92
107837,3306,47447,1,40
107838,8000,62956,7,639
107839,62956,8000,6,614
107840,11758,23,1,46
107841,23,11758,1,40
107842,8000,58013,7,639
107843,58013,8000,6,614
107844,8000,65088,7,639
107845,65088,8000,6,614
107846,8000,64193,7,639
107847,64193,8000,6,614
107848,8000,60354,7,639
107849,60354,8000,6,614
107850,8000,49905,7,639
107851,49905,8000,6,614
107852,8000,51979,7,639
107853,51979,8000,6,614
107854,8000,62439,7,639
107855,62439,8000,6,614
107856,8000,61796,7,639
107857,61796,8000,6,614
107858,8000,49864,7,639
107859,49864,8000,6,614
107860,8000,51798,7,639
107861,51798,8000,6,614
107862,8000,54588,7,639
107863,54588,8000,6,614
107864,8000,63120,7,639
107865,63120,8000,6,614
107866,8000,49488,7,639
107867,49488,8000,6,614
107868,8000,54644,7,639
107869,54644,8000,6,614
107870,8000,62256,7,639
107871,62256,8000,6,614
107872,8000,62115,7,639
107873,62115,8000,6,614
107874,8000,57450,7,639
107875,57450,8000,6,614
107876,8000,55212,7,639
107877,55212,8000,6,614
107878,8000,61402,7,639
107879,61402,8000,6,614
107880,8000,60761,7,639
107881,60761,8000,6,614
107882,8000,55954,7,639
107883,55954,8000,6,614
107884,8000,58040,7,639
107885,58040,8000,6,614
107886,8000,59081,7,639
107887,59081,8000,6,614
107888,8000,57664,7,639
107889,57664,8000,6,614
107890,8000,55477,7,639
107891,55477,8000,6,614
107892,8000,49823,7,639
107893,49823,8000,6,614
107894,8000,49845,7,639
107895,49845,8000,6,614
107896,25883,88,1,46
107897,88,25883,1,40
107898,8000,62286,7,639
107899,62286,8000,6,614
107900,8000,52120,7,639
107901,52120,8000,6,614
107902,8000,52287,7,639
107903,52287,8000,6,614
107904,8000,58817,7,639
107905,58817,8000,6,614
107906,8000,60114,7,639
107907,60114,8000,6,614
107908,8000,51342,7,639
107909,51342,8000,6,614
107910,8000,51345,7,639
107911,51345,8000,6,614
107912,63992,22,13,2808
107913,22,63992,15,3289
107914,8000,51087,7,639
107915,51087,8000,6,614
107916,8000,56623,7,639
107917,56623,8000,6,614
107918,8000,61101,7,639
107919,61101,8000,6,614
107920,8000,65026,7,639
107921,65026,8000,6,614
107922,8000,61930,7,639
107923,61930,8000,6,614
107924,6495,23,1,46
107925,23,6495,1,40
107926,23,24381,1,40
107927,24381,23,1,46
107928,8000,52282,7,639
107929,52282,8000,6,614
107930,8000,57133,7,639
107931,57133,8000,6,614
107932,8000,62623,7,639
107933,62623,8000,6,614
107934,35887,80,1,46
107935,80,35887,6,264
107936,8000,50452,7,639
107937,50452,8000,6,614
107938,8000,61000,7,639
107939,61000,8000,6,614
107940,22,35193,19,3185
107941,35193,22,17,2267
107942,8000,63163,7,639
107943,63163,8000,6,614
107944,8000,63658,7,639
107945,63658,8000,6,614
107946,50784,80,1,46
107947,80,50784,6,264
107948,8000,60618,7,639
107949,60618,8000,6,614
107950,39276,389,1,80
107951,0,3,1,108
107952,8000,55328,7,639
107953,55328,8000,6,614
107954,8000,58285,7,639
107955,58285,8000,6,614
107956,8000,65225,7,639
107957,65225,8000,6,614
107958,8000,53468,7,639
107959,53468,8000,6,614
107960,8000,50881,7,639
107961,50881,8000,6,614
107962,8000,53876,7,639
107963,53876,8000,6,614
107964,36281,22,12,1845
107965,22,36281,19,4222
107966,13200,22,18,2359
107967,22,13200,21,3409
107968,22,20628,12,2133
107969,20628,22,17,2068
107970,22,57366,20,3305
107971,57366,22,19,2383
107972,42862,22,26,3004
107973,22,42862,26,3745
107974,8000,54919,7,639
107975,54919,8000,6,614
107976,23,36460,1,40
107977,36460,23,1,46
107978,8000,50410,7,639
107979,50410,8000,6,614
107980,24986,22,18,2499
107981,22,24986,24,5206
107982,37138,23,1,46
107983,23,37138,1,40
107984,22,53036,20,3249
107985,53036,22,15,2157
107986,38843,80,1,46
107987,80,38843,6,264
107988,12123,23,1,46
107989,23,12123,1,40
107990,22,46165,5,1285
107991,46165,22,6,340
107992,43674,389,1,46
107993,389,43674,1,40
107994,43950,23,1,46
107995,23,43950,1,40
107996,59323,22,17,2267
107997,22,59323,19,3185
107998,53984,22,26,2987
107999,22,53984,27,3865
108000,35342,22461,1,46
108001,22461,35342,1,40
108002,18638,22,6,347
108003,22,18638,10,4473
108004,22,52381,5,1285
108005,52381,22,6,340
108006,22,57682,19,3185
108007,57682,22,15,2163
108008,49171,500,1,92
108009,0,3,1,120
108010,29022,22,24,2900
108011,22,29022,28,4765
108012,50650,80,1,46
108013,80,50650,6,264
108014,17078,22,6,353
108015,22,17078,8,1531
108016,43215,80,1,46
108017,80,43215,6,264
108018,45422,22,5,931
108019,22,45422,13,8533
108020,9364,22,2,92
108021,22,9364,1,44
108022,11264,22,7,1037
108023,22,11264,16,8717
108024,48891,1900,1,122
108025,0,3,1,150
108026,39182,22,16,2283
108027,22,39182,24,4581
108028,22,34574,19,3185
108029,34574,22,17,2267
108030,22,63507,30,5093
108031,63507,22,25,3031
108032,43792,22,5,283
108033,22,43792,13,8617
108034,45438,22,8,433
108035,22,45438,11,2645
108036,50542,23,1,46
108037,23,50542,1,40
108038,46640,8889,1,46
108039,8889,46640,1,40
108040,22,37253,19,3185
108041,37253,22,18,2319
108042,20862,22,15,2163
108043,22,20862,19,3185
108044,59872,80,12,663
108045,80,59872,11,1031
108046,60039,22,24,2911
108047,22,60039,27,3881
108048,13681,22,6,349
108049,22,13681,12,6586
108050,41220,80,1,46
108051,80,41220,6,264
108052,443,6753,1,46
108053,6753,443,1,40
108054,22,4452,26,3745
108055,4452,22,24,2918
108056,39115,22,5,277
108057,22,39115,12,6609
108058,22,57691,22,3365
108059,57691,22,19,2449
108060,40804,22,6,334
108061,22,40804,7,478
108062,40476,22,24,2900
108063,22,40476,26,3745
108064,21924,80,1,46
108065,80,21924,6,264
108066,31476,22,2,106
108067,22,31476,3,180
108068,52471,22,6,329
108069,22,52471,8,4381
108070,22,46856,5,1285
108071,46856,22,6,340
108072,53541,5555,2,92
108073,5555,53541,1,40
108074,43470,80,1,46
108075,80,43470,6,264
108076,22,43694,19,3185
108077,43694,22,15,2163
108078,22,18203,26,3745
108079,18203,22,24,2900
108080,40952,22,17,2267
108081,22,40952,19,3185
108082,22,3655,18,2985
108083,3655,22,14,2825
108084,27656,23,1,46
108085,23,27656,1,40
108086,3314,23,1,46
108087,23,3314,1,40
108088,61321,22,19,2479
108089,22,61321,23,3555
108090,22,60858,13,5633
108091,60858,22,10,1841
108092,16114,22,7,381
108093,22,16114,8,3393
108094,22,20173,26,3745
108095,20173,22,24,2918
108096,22,42921,19,3185
108097,42921,22,17,2267
108098,22,1433,19,3037
108099,1433,22,14,2935
108100,22,52354,19,3185
108101,52354,22,19,2371
108102,22,22736,5,1285
108103,22736,22,6,340
108104,22,2110,26,3745
108105,2110,22,26,2993
108106,42464,22,17,2267
108107,22,42464,19,3185
108108,57397,80,1,46
108109,80,57397,6,264
108110,51141,23,1,46
108111,23,51141,1,40
108112,46735,80,1,46
108113,80,46735,6,264
108114,19617,22,6,349
108115,22,19617,8,3483
108116,50804,290,1,40
108117,290,50804,1,46
108118,8000,63516,7,561
108119,63516,8000,6,589
108120,8000,64577,7,561
108121,64577,8000,6,589
108122,8000,49276,7,561
108123,49276,8000,6,589
108124,38687,22,8,447
108125,22,38687,9,2509
108126,64552,22,27,3056
108127,22,64552,26,3745
108128,25071,10923,1,552
108129,10923,25071,1,40
108130,38276,22,5,291
108131,22,38276,15,8015
108132,42030,23,1,46
108133,23,42030,1,40
108134,31706,22,24,2932
108135,22,31706,26,3745
108136,7547,62841,1,40
108137,62841,7547,1,46
108138,22,49928,20,3237
108139,49928,22,20,2439
108140,8000,63517,7,1726
108141,63517,8000,5,533
108142,8000,64578,7,1726
108143,64578,8000,6,579
108144,8000,49277,7,1726
108145,49277,8000,6,579
108146,57055,22,17,2267
108147,22,57055,19,3185
108148,12813,22,2,106
108149,22,12813,5,300
108150,22825,23,1,46
108151,23,22825,1,40
108152,48150,80,1,46
108153,80,48150,6,264
108154,80,3701,87,3828
108155,3701,80,17,782
108156,22,58643,19,3185
108157,58643,22,15,2163
108158,46756,56789,2,92
108159,56789,46756,1,40
108160,22,55808,5,1285
108161,55808,22,6,340
108162,22,45676,19,3185
108163,45676,22,17,2267
108164,22,56322,19,3185
108165,56322,22,17,2267
108166,51559,22,18,2337
108167,22,51559,24,5545
108168,39195,23,1,46
108169,23,39195,1,40
108170,52474,22,15,2179
108171,22,52474,19,3185
108172,22,37904,5,1285
108173,37904,22,6,340
108174,48748,5358,1,46
108175,5358,48748,1,40
108176,64464,22,15,2032
108177,22,64464,19,2866
108178,48665,22,4,224
108179,22,48665,11,670
108180,32626,22,7,420
108181,22,32626,9,1599
108182,27710,22,26,3004
108183,22,27710,26,3745
108184,28367,23,1,46
108185,23,28367,1,40
108186,49398,22,7,426
108187,22,49398,8,2437
108188,45186,22,17,2283
108189,22,45186,19,3185
108190,22,60273,19,3185
108191,60273,22,17,2267
108192,57486,22,15,2163
108193,22,57486,19,3185
108194,22,59510,27,3865
108195,59510,22,24,2889
